keyword,year_month,volume,term_type
플리츠,2026-01,6700,DETAIL
플리츠,2026-02,5700,DETAIL
플리츠,2026-03,16400,DETAIL
플리츠,2026-04,9000,DETAIL
플리츠,2026-05,9500,DETAIL
플리츠,2026-06,9000,DETAIL
플리츠,2026-07,9000,DETAIL
플리츠,2026-08,10200,DETAIL
플립플랍,2025-09,720,ITEM
플립플랍,2025-10,590,ITEM
플립플랍,2025-11,480,ITEM
플립플랍,2025-12,480,ITEM
플립플랍,2026-01,480,ITEM
플립플랍,2026-02,1600,ITEM
플립플랍,2026-03,720,ITEM
플립플랍,2026-04,1000,ITEM
플립플랍,2026-05,1900,ITEM
플립플랍,2026-06,2400,ITEM
플립플랍,2026-07,2400,ITEM
플립플랍,2026-08,1600,ITEM
피그먼트,2025-09,110,MATERIAL
피그먼트,2025-10,90,MATERIAL
피그먼트,2025-11,90,MATERIAL
피그먼트,2025-12,110,MATERIAL
피그먼트,2026-01,130,MATERIAL
피그먼트,2026-02,170,MATERIAL
피그먼트,2026-03,200,MATERIAL
피그먼트,2026-04,260,MATERIAL
피그먼트,2026-05,220,MATERIAL
피그먼트,2026-06,200,MATERIAL
피그먼트,2026-07,180,MATERIAL
피그먼트,2026-08,200,MATERIAL
피그먼트 워싱,2025-09,390,MATERIAL
피그먼트 워싱,2025-10,320,MATERIAL
피그먼트 워싱,2025-11,260,MATERIAL
피그먼트 워싱,2025-12,260,MATERIAL
피그먼트 워싱,2026-01,260,MATERIAL
피그먼트 워싱,2026-02,320,MATERIAL
피그먼트 워싱,2026-03,390,MATERIAL
피그먼트 워싱,2026-04,480,MATERIAL
피그먼트 워싱,2026-05,480,MATERIAL
피그먼트 워싱,2026-06,480,MATERIAL
피그먼트 워싱,2026-07,390,MATERIAL
피그먼트 워싱,2026-08,390,MATERIAL
피크닉,2025-09,110,TPO
피크닉,2025-10,70,TPO
피크닉,2025-11,30,TPO
피크닉,2025-12,30,TPO
피크닉,2026-01,40,TPO
피크닉,2026-02,60,TPO
피크닉,2026-03,180,TPO
피크닉,2026-04,350,TPO
피크닉,2026-05,320,TPO
피크닉,2026-06,160,TPO
피크닉,2026-07,150,TPO
피크닉,2026-08,120,TPO
피크드라펠,2025-09,210,DETAIL
피크드라펠,2025-10,260,DETAIL
피크드라펠,2025-11,390,DETAIL
피크드라펠,2025-12,320,DETAIL
피크드라펠,2026-01,320,DETAIL
피크드라펠,2026-02,320,DETAIL
피크드라펠,2026-03,390,DETAIL
피크드라펠,2026-04,320,DETAIL
피크드라펠,2026-05,320,DETAIL
피크드라펠,2026-06,320,DETAIL
피크드라펠,2026-07,260,DETAIL
피크드라펠,2026-08,390,DETAIL
피터팬칼라,2025-09,50,DETAIL
피터팬칼라,2025-10,70,DETAIL
피터팬칼라,2025-11,70,DETAIL
피터팬칼라,2025-12,70,DETAIL
피터팬칼라,2026-01,170,DETAIL
피터팬칼라,2026-02,210,DETAIL
피터팬칼라,2026-03,320,DETAIL
피터팬칼라,2026-04,390,DETAIL
피터팬칼라,2026-05,480,DETAIL
피터팬칼라,2026-06,480,DETAIL
피터팬칼라,2026-07,480,DETAIL
피터팬칼라,2026-08,590,DETAIL
핀스트라이프,2025-09,260,DETAIL
핀스트라이프,2025-10,320,DETAIL
핀스트라이프,2025-11,260,DETAIL
핀스트라이프,2025-12,320,DETAIL
핀스트라이프,2026-01,390,DETAIL
핀스트라이프,2026-02,390,DETAIL
핀스트라이프,2026-03,590,DETAIL
핀스트라이프,2026-04,720,DETAIL
핀스트라이프,2026-05,880,DETAIL
핀스트라이프,2026-06,880,DETAIL
핀스트라이프,2026-07,880,DETAIL
핀스트라이프,2026-08,1000,DETAIL
핀턱,2025-09,140,DETAIL
핀턱,2025-10,140,DETAIL
핀턱,2025-11,140,DETAIL
핀턱,2025-12,170,DETAIL
핀턱,2026-01,210,DETAIL
핀턱,2026-02,210,DETAIL
핀턱,2026-03,320,DETAIL
핀턱,2026-04,390,DETAIL
핀턱,2026-05,720,DETAIL
핀턱,2026-06,720,DETAIL
핀턱,2026-07,590,DETAIL
핀턱,2026-08,590,DETAIL
핑크,2025-09,180,COLOR
핑크,2025-10,260,COLOR
핑크,2025-11,270,COLOR
핑크,2025-12,220,COLOR
핑크,2026-01,230,COLOR
핑크,2026-02,270,COLOR
핑크,2026-03,340,COLOR
핑크,2026-04,380,COLOR
핑크,2026-05,330,COLOR
핑크,2026-06,260,COLOR
핑크,2026-07,310,COLOR
핑크,2026-08,330,COLOR
하운드투스,2025-09,480,DETAIL
하운드투스,2025-10,590,DETAIL
하운드투스,2025-11,720,DETAIL
하운드투스,2025-12,720,DETAIL
하운드투스,2026-01,720,DETAIL
하운드투스,2026-02,590,DETAIL
하운드투스,2026-03,590,DETAIL
하운드투스,2026-04,590,DETAIL
하운드투스,2026-05,590,DETAIL
하운드투스,2026-06,590,DETAIL
하운드투스,2026-07,590,DETAIL
하운드투스,2026-08,590,DETAIL
하이넥,2025-09,1600,DETAIL
하이넥,2025-10,880,DETAIL
하이넥,2025-11,1000,DETAIL
하이넥,2025-12,1300,DETAIL
하이넥,2026-01,1300,DETAIL
하이넥,2026-02,1300,DETAIL
하이넥,2026-03,1300,DETAIL
하이넥,2026-04,1600,DETAIL
하이넥,2026-05,1600,DETAIL
하이넥,2026-06,1600,DETAIL
하이넥,2026-07,1600,DETAIL
하이넥,2026-08,1900,DETAIL
하이웨스트,2025-09,3600,DETAIL
하이웨스트,2025-10,3600,DETAIL
하이웨스트,2025-11,3600,DETAIL
하이웨스트,2025-12,2900,DETAIL
하이웨스트,2026-01,3600,DETAIL
하이웨스트,2026-02,3600,DETAIL
하이웨스트,2026-03,4400,DETAIL
하이웨스트,2026-04,5400,DETAIL
하이웨스트,2026-05,5400,DETAIL
하이웨스트,2026-06,4400,DETAIL
하이웨스트,2026-07,5400,DETAIL
하이웨스트,2026-08,5400,DETAIL
해변,2025-09,940,TPO
해변,2025-10,660,TPO
해변,2025-11,930,TPO
해변,2025-12,930,TPO
해변,2026-01,1350,TPO
해변,2026-02,780,TPO
해변,2026-03,820,TPO
해변,2026-04,970,TPO
해변,2026-05,1180,TPO
해변,2026-06,1480,TPO
해변,2026-07,2180,TPO
해변,2026-08,2100,TPO
헤링본,2025-09,1920,MATERIAL
헤링본,2025-10,1940,MATERIAL
헤링본,2025-11,2430,MATERIAL
헤링본,2025-12,2450,MATERIAL
헤링본,2026-01,2470,MATERIAL
헤링본,2026-02,1710,MATERIAL
헤링본,2026-03,3010,MATERIAL
헤링본,2026-04,1690,MATERIAL
헤링본,2026-05,2040,MATERIAL
헤링본,2026-06,1740,MATERIAL
헤링본,2026-07,2010,MATERIAL
헤링본,2026-08,1990,MATERIAL
헤어밴드,2025-09,6670,ITEM
헤어밴드,2025-10,5440,ITEM
헤어밴드,2025-11,5440,ITEM
헤어밴드,2025-12,5450,ITEM
헤어밴드,2026-01,9950,ITEM
헤어밴드,2026-02,6640,ITEM
헤어밴드,2026-03,5440,ITEM
헤어밴드,2026-04,6650,ITEM
헤어밴드,2026-05,6650,ITEM
헤어밴드,2026-06,6670,ITEM
헤어밴드,2026-07,6630,ITEM
헤어밴드,2026-08,6650,ITEM
헨리넥,2025-09,4400,DETAIL
헨리넥,2025-10,4400,DETAIL
헨리넥,2025-11,3600,DETAIL
헨리넥,2025-12,2900,DETAIL
헨리넥,2026-01,2900,DETAIL
헨리넥,2026-02,3600,DETAIL
헨리넥,2026-03,5400,DETAIL
헨리넥,2026-04,6600,DETAIL
헨리넥,2026-05,8100,DETAIL
헨리넥,2026-06,8100,DETAIL
헨리넥,2026-07,8100,DETAIL
헨리넥,2026-08,8100,DETAIL
헬스장,2025-09,660,TPO
헬스장,2025-10,530,TPO
헬스장,2025-11,680,TPO
헬스장,2025-12,660,TPO
헬스장,2026-01,1020,TPO
헬스장,2026-02,590,TPO
헬스장,2026-03,700,TPO
헬스장,2026-04,660,TPO
헬스장,2026-05,570,TPO
헬스장,2026-06,550,TPO
헬스장,2026-07,700,TPO
헬스장,2026-08,570,TPO
헴프,2025-09,70,MATERIAL
헴프,2025-10,70,MATERIAL
헴프,2025-11,70,MATERIAL
헴프,2025-12,50,MATERIAL
헴프,2026-01,50,MATERIAL
헴프,2026-02,50,MATERIAL
헴프,2026-03,100,MATERIAL
헴프,2026-04,100,MATERIAL
헴프,2026-05,120,MATERIAL
헴프,2026-06,110,MATERIAL
헴프,2026-07,110,MATERIAL
헴프,2026-08,80,MATERIAL
홀터넥,2025-09,5400,DETAIL
홀터넥,2025-10,4400,DETAIL
홀터넥,2025-11,4400,DETAIL
홀터넥,2025-12,5400,DETAIL
홀터넥,2026-01,5400,DETAIL
홀터넥,2026-02,5400,DETAIL
홀터넥,2026-03,8100,DETAIL
홀터넥,2026-04,8100,DETAIL
홀터넥,2026-05,9900,DETAIL
홀터넥,2026-06,9900,DETAIL
홀터넥,2026-07,27100,DETAIL
홀터넥,2026-08,12100,DETAIL
홈웨어,2025-09,1640,TPO
홈웨어,2025-10,1950,TPO
홈웨어,2025-11,1940,TPO
홈웨어,2025-12,1950,TPO
홈웨어,2026-01,2450,TPO
홈웨어,2026-02,1950,TPO
홈웨어,2026-03,1960,TPO
홈웨어,2026-04,1640,TPO
홈웨어,2026-05,1940,TPO
홈웨어,2026-06,1920,TPO
홈웨어,2026-07,2430,TPO
홈웨어,2026-08,1930,TPO
화이트,2025-09,80,COLOR
화이트,2025-10,70,COLOR
화이트,2025-11,110,COLOR
화이트,2025-12,110,COLOR
화이트,2026-01,170,COLOR
화이트,2026-02,180,COLOR
화이트,2026-03,330,COLOR
화이트,2026-04,480,COLOR
화이트,2026-05,620,COLOR
화이트,2026-06,550,COLOR
화이트,2026-07,570,COLOR
화이트,2026-08,480,COLOR
환절기,2025-09,170,TPO
환절기,2025-10,190,TPO
환절기,2025-11,70,TPO
환절기,2025-12,30,TPO
환절기,2026-01,40,TPO
환절기,2026-02,140,TPO
환절기,2026-03,270,TPO
환절기,2026-04,200,TPO
환절기,2026-05,100,TPO
환절기,2026-06,50,TPO
환절기,2026-07,60,TPO
환절기,2026-08,70,TPO
회식,2025-09,40,TPO
회식,2025-10,20,TPO
회식,2025-11,30,TPO
회식,2025-12,70,TPO
회식,2026-01,20,TPO
회식,2026-02,20,TPO
회식,2026-03,40,TPO
회식,2026-04,30,TPO
회식,2026-05,40,TPO
회식,2026-06,30,TPO
회식,2026-07,30,TPO
회식,2026-08,20,TPO
후드,2025-09,22240,ITEM
후드,2025-10,27240,ITEM
후드,2025-11,22340,ITEM
후드,2025-12,18190,ITEM
후드,2026-01,14890,ITEM
후드,2026-02,12190,ITEM
후드,2026-03,14910,ITEM
후드,2026-04,12150,ITEM
후드,2026-05,12120,ITEM
후드,2026-06,9910,ITEM
후드,2026-07,9920,ITEM
후드,2026-08,12130,ITEM
후드집업,2025-09,18100,ITEM
후드집업,2025-10,22200,ITEM
후드집업,2025-11,12100,ITEM
후드집업,2025-12,8100,ITEM
후드집업,2026-01,9900,ITEM
후드집업,2026-02,12100,ITEM
후드집업,2026-03,18100,ITEM
후드집업,2026-04,14800,ITEM
후드집업,2026-05,9900,ITEM
후드집업,2026-06,8100,ITEM
후드집업,2026-07,8100,ITEM
후드집업,2026-08,12100,ITEM
힐,2025-09,6340,ITEM
힐,2025-10,7370,ITEM
힐,2025-11,6330,ITEM
힐,2025-12,6330,ITEM
힐,2026-01,6320,ITEM
힐,2026-02,6350,ITEM
힐,2026-03,7370,ITEM
힐,2026-04,51450,ITEM
힐,2026-05,6340,ITEM
힐,2026-06,7350,ITEM
힐,2026-07,6320,ITEM
힐,2026-08,6850,ITEM
